planet_name,num_planets,period,axis,density,distance,mass_e,radius_e,star_temp,star_mass,star_radius,star_type_num,star_type,disc_method,link
Kepler-60 b,3,7.1316185,,,,79.45,2.28,5915,1.11,1.5,,,Transit,http://exoplanet.eu/catalog/kepler-60_b/
Kepler-60 c,3,8.9193459,,,,177.98,2.47,5915,1.11,1.5,,,Transit,http://exoplanet.eu/catalog/kepler-60_c/
Kepler-60 d,3,11.9016171,,,,216.12,2.55,5915,1.11,1.5,,,Transit,http://exoplanet.eu/catalog/kepler-60_d/
Kepler-288 b,3,6.097326,0.065,,,,1.67,5918,0.89,1.09,,,Transit,http://exoplanet.eu/catalog/kepler-288_b/
Kepler-288 c,3,19.305772,0.14,,,,2.85,5918,0.89,1.09,,,Transit,http://exoplanet.eu/catalog/kepler-288_c/
Kepler-288 d,3,56.633742,0.287,,,,2.67,5918,0.89,1.09,,,Transit,http://exoplanet.eu/catalog/kepler-288_d/
HD 72659 b,1,3383,4.511,,51.4,,,5920,1.07,,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_72659_b/
Kepler-207 b,3,1.611865,0.029,,,,1.57,5920,,1.59,,,Transit,http://exoplanet.eu/catalog/kepler-207_b/
Kepler-207 c,3,3.071571,0.044,,,,1.5,5920,,1.59,,,Transit,http://exoplanet.eu/catalog/kepler-207_c/
Kepler-207 d,3,5.868075,0.068,,,,3.31,5920,,1.59,,,Transit,http://exoplanet.eu/catalog/kepler-207_d/
HD 220689 b,1,2209,3.36,,45.23,,,5921,1.04,1.07,4.3,G3 V,Radial Velocity,http://exoplanet.eu/catalog/hd_220689_b/
HD 164509 b,1,282.4,0.875,,51.81,,,5922,1.13,1.06,4.5,G5 V,Radial Velocity,http://exoplanet.eu/catalog/hd_164509_b/
Kepler-338 b,4,13.726976,0.117,,,,2.44,5923,1.1,1.74,,,Transit,http://exoplanet.eu/catalog/kepler-338_b/
Kepler-338 c,4,24.310856,0.172,,,,2.34,5923,1.1,1.74,,,Transit,http://exoplanet.eu/catalog/kepler-338_c/
Kepler-338 d,4,44.431014,0.257,,,,3,5923,1.1,1.74,,,Transit,http://exoplanet.eu/catalog/kepler-338_d/
Kepler-338 e,4,9.341,,,,8.5,1.56,5923,1.1,1.74,,,Transit Timing Variations,
OGLE-TR-182 b,1,3.9791,0.051,,,320.995,12.666,5924,1.14,1.14,,,Transit,http://exoplanet.eu/catalog/ogle-tr-182_b/
Kepler-7 b,1,4.8854892,0.06067,0.14,,140.16303,18.181,5933,1.36,1.97,,,Transit,http://exoplanet.eu/catalog/kepler-7_b/
HD 183263 b,2,626.5,1.51,,52.83,,,5936,1.17,,4.2,G2 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_183263_b/
HD 183263 c,2,3070,4.35,,52.83,,,5936,1.17,,4.2,G2 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_183263_c/
Kepler-259 b,2,8.115317,0.079,,,,2.8,5938,,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-259_b/
Kepler-259 c,2,36.924931,0.217,,,,2.7,5938,,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-259_c/
Kepler-392 b,2,5.341853,0.059,,,,1,5938,1.13,1.13,,,Transit,http://exoplanet.eu/catalog/kepler-392_b/
Kepler-392 c,2,10.423118,0.093,,,,1.1,5938,1.13,1.13,,,Transit,http://exoplanet.eu/catalog/kepler-392_c/
CoRoT-22 b,1,9.75598,0.092,0.249,592,12.2,4.88,5939,1.1,1.14,4.3,G3 V,Transit,
WASP-26 b,1,2.7566004,0.03985,0.649,250,326.715,14.359,5939,1.11,1.3,,,Transit,http://exoplanet.eu/catalog/wasp-26_b/
WASP-20 b,1,4.8996284,0.06,0.132,210,98.841,16.388,5940,1.2,1.39,3.9,F9,Transit,http://exoplanet.eu/catalog/wasp-20_b/
HD 2039 b,1,1120,2.23,,89.85,,,5941,1.17,,4.25,G2/G3 IV/V,Radial Velocity,http://exoplanet.eu/catalog/hd_2039_b/
Kepler-177 b,2,36.855,,,,2,2.9,5942,1.07,1.07,,,Transit,http://exoplanet.eu/catalog/kepler-177_b/
Kepler-177 c,2,49.412,,,,7.5,7.1,5942,1.07,1.07,,,Transit,http://exoplanet.eu/catalog/kepler-177_c/
CoRoT-13 b,1,4.03519,0.051,2.34,1060,415.704,9.92,5945,1.09,1.01,4,G0 V,Transit,http://exoplanet.eu/catalog/corot-13_b/
Kepler-277 b,2,17.324,,,,87.3,2.92,5946,1.12,1.69,,,Transit,http://exoplanet.eu/catalog/kepler-277_b/
Kepler-277 c,2,33.006,,,,64.2,3.36,5946,1.12,1.69,,,Transit,http://exoplanet.eu/catalog/kepler-277_c/
Kepler-12 b,1,4.4379629,0.0553,0.11,600,137.30256,19.661,5947,1.17,1.48,,,Transit,http://exoplanet.eu/catalog/kepler-12_b/
Kepler-146 b,2,31.158799,0.2,,,,3.71,5948,,1.21,,,Transit,http://exoplanet.eu/catalog/kepler-146_b/
Kepler-146 c,2,76.732171,0.364,,,,3.13,5948,,1.21,,,Transit,http://exoplanet.eu/catalog/kepler-146_c/
Kepler-377 b,2,12.509529,0.109,,,,1.39,5949,0.88,1.22,,,Transit,http://exoplanet.eu/catalog/kepler-377_b/
Kepler-377 c,2,27.014976,0.182,,,,2.06,5949,0.88,1.22,,,Transit,http://exoplanet.eu/catalog/kepler-377_c/
CoRoT-1 b,1,1.5089557,,0.38,,327.35,16.7,5950,0.95,1.11,4,G0 V,Transit,http://exoplanet.eu/catalog/corot-1_b/
MOA 2010-BLG-477L b,1,,2,,2300,476.7,,5950,0.67,,,,Microlensing,http://exoplanet.eu/catalog/moa-2010-blg-477l_b/
OGLE-TR-10 b,1,3.101278,0.0434,0.4,,197.046,14.011,5950,1.14,1.17,4.2,G2 V,Transit,http://exoplanet.eu/catalog/ogle-tr-10_b/
Kepler-109 b,2,6.48163,,0.3,,1.3,2.37,5952,1.04,1.32,,,Transit,
Kepler-109 c,2,21.2227,,0.65,,2.22,2.52,5952,1.04,1.32,,,Transit,
Kepler-111 b,2,3.341815,0.046,,,,1.58,5952,,1.16,,,Transit,http://exoplanet.eu/catalog/kepler-110_b/
Kepler-111 c,2,224.784608,0.761,,,,7.3,5952,,1.16,,,Transit,http://exoplanet.eu/catalog/kepler-111_c/
HAT-P-53 b,1,1.9616241,0.03159,0.8,719,471.65972,14.773,5956,1.09,1.21,,,Transit,http://exoplanet.eu/catalog/hat-p-53_b/
Kepler-349 b,2,5.929778,0.065,,,,1.9,5956,0.97,0.93,,,Transit,http://exoplanet.eu/catalog/kepler-349_b/
Kepler-349 c,2,12.247629,0.105,,,,1.96,5956,0.97,0.93,,,Transit,http://exoplanet.eu/catalog/kepler-349_c/
Kepler-254 b,3,5.826662,0.064,,,,3.87,5957,,0.91,,,Transit,http://exoplanet.eu/catalog/kepler-254_b/
Kepler-254 c,3,12.412183,0.105,,,,2.15,5957,,0.91,,,Transit,http://exoplanet.eu/catalog/kepler-254_c/
Kepler-254 d,3,18.746477,0.139,,,,2.5,5957,,0.91,,,Transit,http://exoplanet.eu/catalog/kepler-254_d/
WASP-22 b,1,3.5327313,0.04698,0.503,300,186.876,12.98,5958,1.11,1.22,,,Transit,http://exoplanet.eu/catalog/wasp-22_b/
WASP-36 b,1,1.5373653,0.02643,1.458,450,731.932,14.359,5959,1.04,0.95,,,Transit,http://exoplanet.eu/catalog/wasp-36_b/
HAT-P-5 b,1,2.788491,0.04075,0.66,342,336.89,14.12,5960,1.16,1.14,,,Transit,http://exoplanet.eu/catalog/hat-p-5_b/
HD 31253 b,1,466,1.26,,53.82,,,5960,1.23,1.71,3.8,F8,Radial Velocity,http://exoplanet.eu/catalog/hd_31253_b/
HD 68988 b,1,6.27711,0.0704,,58.82,,,5960,1.18,,4.2,G2 V,Radial Velocity,http://exoplanet.eu/catalog/hd_68988_b/
Kepler-110 b,2,12.691112,0.107,,,,1.83,5960,,1.15,,,Transit,http://exoplanet.eu/catalog/kepler-110_b/
Kepler-110 c,2,31.719775,0.198,,,,2.21,5960,,1.15,,,Transit,http://exoplanet.eu/catalog/kepler-110_c/
WASP-55 b,1,4.465633,0.0533,0.346,330,181.155,14.572,5960,1.01,1.06,,,Transit,http://exoplanet.eu/catalog/wasp-55_b/
HD 150706 b,1,5894,6.7,,27.23,,,5961,1.17,0.96,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_150706_b/
Kepler-66 b,1,17.815815,0.1352,,1107,,2.8,5962,1.04,0.97,4,G0 V,Transit,http://exoplanet.eu/catalog/kepler-66_b/
WASP-74 b,1,2.13775,0.037,0.33,120,301.9385,17.486,5970,1.48,1.64,3.9,F9,Transit,http://exoplanet.eu/catalog/wasp-74_b/
Kepler-422 b,1,7.8914483,0.082,0.38,,136.66,12.89,5972,1.15,1.24,,,Transit,http://exoplanet.eu/catalog/kepler-422_b/
Kepler-374 b,3,1.897806,0.029,,,,1.03,5977,0.84,0.91,,,Transit,http://exoplanet.eu/catalog/kepler-374_b/
Kepler-374 c,3,3.282807,0.042,,,,1.1,5977,0.84,0.91,,,Transit,http://exoplanet.eu/catalog/kepler-374_c/
Kepler-374 d,3,5.028219,0.056,,,,1.31,5977,0.84,0.91,,,Transit,http://exoplanet.eu/catalog/kepler-374_d/
Kepler-434 b,1,12.8747099,0.1143,2.4,1240,908.96,12.67,5977,1.2,1.38,,,Transit,
Kepler-115 b,2,2.403679,0.036,,,,1.09,5979,1,1.21,,,Transit,http://exoplanet.eu/catalog/kepler-115_b/
Kepler-115 c,2,8.990889,0.087,,,,2.6,5979,1,1.21,,,Transit,http://exoplanet.eu/catalog/kepler-115_c/
HAT-P-1 b,1,4.46529976,0.05561,0.282,139,166.86075,14.785,5980,1.15,1.17,4,G0 V,Transit,http://exoplanet.eu/catalog/hat-p-1_b/
HD 185269 b,1,6.838,0.077,,47.37,,,5980,1.28,1.88,4,G0 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_185269_b/
Kepler-134 b,2,5.317429,0.06,,,,2,5983,,1.18,,,Transit,http://exoplanet.eu/catalog/kepler-134_b/
Kepler-134 c,2,10.105785,0.092,,,,1.26,5983,,1.18,,,Transit,http://exoplanet.eu/catalog/kepler-134_c/
Kepler-300 b,2,10.446347,0.094,,,,1.67,5986,0.94,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-300_b/
Kepler-300 c,2,40.714955,0.232,,,,2.25,5986,0.94,0.9,,,Transit,http://exoplanet.eu/catalog/kepler-300_c/
HD 50554 b,1,1293,2.353,,31.03,,,5987,1.04,1.02,3.8,F8,Radial Velocity,http://exoplanet.eu/catalog/hd_50554_b/
Kepler-323 b,2,1.678327,0.028,,,,1.43,5987,1.09,1.18,,,Transit,http://exoplanet.eu/catalog/kepler-323_b/
Kepler-323 c,2,3.553822,0.046,,,,1.63,5987,1.09,1.18,,,Transit,http://exoplanet.eu/catalog/kepler-323_c/
HD 190984 b,1,4885,5.5,,189.39,,,5988,0.91,1.53,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_190984_b/
Kepler-289 b,3,34.545,0.21,4.1,700,7.3,2.15,5990,1.08,1,,,Transit,http://exoplanet.eu/catalog/kepler-289_b/
Kepler-289 c,3,125.8518,0.51,0.47,700,132,11.59,5990,1.08,1,,,Transit,http://exoplanet.eu/catalog/kepler-289_c/
Kepler-289 d,3,66.0634,0.33,1.2,700,4,2.68,5990,1.08,1,,,Transit,
WASP-35 b,1,3.161575,0.04317,0.426,,228.828,14.796,5990,1.07,1.09,,,Transit,http://exoplanet.eu/catalog/wasp-35_b/
HD 30562 b,1,1159.2,2.315,,26.5,,,5994,1.23,1.53,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_30562_b/
HD 33283 b,1,18.179,0.145,,86.88,,,5995,1.24,1.2,4.3,G3 V,Radial Velocity,http://exoplanet.eu/catalog/hd_33283_b/
HD 38283 b,1,363.2,1.02,,37.78,,,5998,1.08,,4.05,G0/1 V,Radial Velocity,http://exoplanet.eu/catalog/hd_38283_b/
HD 216435 b,1,1311,2.56,,33.29,,,5999,1.3,,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_216435_b/
Kepler-74 b,1,7.340711,0.0781,0.88,1330,200.22,10.76,6000,1.18,1.12,3.8,F8 V,Transit,http://exoplanet.eu/catalog/kepler-74_b/
WASP-48 b,1,2.14363544,0.0332,0.415,,288,15.65,6000,1.06,1.52,,,Transit,http://exoplanet.eu/catalog/wasp-48_b/
Kepler-291 b,2,3.546511,0.047,,,,2.16,6002,1.03,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-291_b/
Kepler-291 c,2,5.700786,0.065,,,,1.88,6002,1.03,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-291_c/
Kepler-132 b,3,6.178196,0.067,,,,1.21,6003,,1.18,,,Transit,http://exoplanet.eu/catalog/kepler-132_b/
Kepler-132 c,3,6.414914,0.068,,,,1.28,6003,,1.18,,,Transit,http://exoplanet.eu/catalog/kepler-132_c/
Kepler-132 d,3,18.010199,0.136,,,,1.55,6003,,1.18,,,Transit,http://exoplanet.eu/catalog/kepler-132_d/
Kepler-197 b,4,5.599308,0.06,,,,1.02,6004,,1.12,,,Transit,http://exoplanet.eu/catalog/kepler-197_b/
Kepler-197 c,4,10.349695,0.09,,,,1.23,6004,,1.12,,,Transit,http://exoplanet.eu/catalog/kepler-197_c/
Kepler-197 d,4,15.677563,0.119,,,,1.22,6004,,1.12,,,Transit,http://exoplanet.eu/catalog/kepler-197_d/
Kepler-197 e,4,25.209715,0.164,,,,0.91,6004,,1.12,,,Transit,http://exoplanet.eu/catalog/kepler-197_e/
Kepler-431 b,3,6.803,0.0719,,,,0.764,6004,1.07,1.09,,,Transit,
Kepler-431 c,3,8.703,0.0847,,,,0.668,6004,1.07,1.09,,,Transit,
Kepler-431 d,3,11.922,0.1045,,,,1.11,6004,1.07,1.09,,,Transit,
Kepler-147 b,2,12.610584,0.113,,,,1.53,6012,1.01,1.47,,,Transit,http://exoplanet.eu/catalog/kepler-147_b/
Kepler-147 c,2,33.416423,0.216,,,,2.43,6012,1.01,1.47,,,Transit,http://exoplanet.eu/catalog/kepler-147_c/
Kepler-341 b,4,5.195528,0.06,,,,1.18,6012,0.94,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-341_b/
Kepler-341 c,4,8.01041,0.08,,,,1.7,6012,0.94,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-341_c/
Kepler-341 d,4,27.666313,0.182,,,,1.85,6012,0.94,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-341_d/
Kepler-341 e,4,42.473269,0.242,,,,1.99,6012,0.94,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-341_e/
Kepler-365 b,2,10.664903,0.098,,,,2.04,6012,0.99,1.05,,,Transit,http://exoplanet.eu/catalog/kepler-365_b/
Kepler-365 c,2,17.784129,0.137,,,,1.64,6012,0.99,1.05,,,Transit,http://exoplanet.eu/catalog/kepler-365_c/
HD 82943 b,2,441.47,1.18306,,27.46,534.25,,6016,1.2,,4.25,G2/3 V,Radial Velocity,http://exoplanet.eu/catalog/hd_82943_b/
HD 82943 c,2,220.078,0.74345,,27.46,622.603,,6016,1.2,,4.25,G2/3 V,Radial Velocity,http://exoplanet.eu/catalog/hd_82943_c/
HD 196067 b,1,3638,5.02,,43.57,,,6017,1.29,1.73,4.1,G1 V,Radial Velocity,http://exoplanet.eu/catalog/hd_196067_b/
Kepler-51 b,3,45.154,0.2514,0.03,,2.1,7.1,6018,1.04,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-51_b/
Kepler-51 c,3,85.312,0.384,0.03,,4,9,6018,1.04,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-51_c/
Kepler-51 d,3,130.194,0.509,0.046,,7.6,9.7,6018,1.04,0.94,,,Transit,
HD 75898 b,1,418.2,1.19,,80.58,,,6021,1.28,1.6,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_75898_b/
Kepler-188 b,2,2.061897,0.032,,,,1.68,6021,,1.14,,,Transit,http://exoplanet.eu/catalog/kepler-188_b/
Kepler-188 c,2,5.996553,0.066,,,,3.19,6021,,1.14,,,Transit,http://exoplanet.eu/catalog/kepler-188_c/
Kepler-145 b,2,22.951,,,,37.1,2.65,6022,1.32,1.85,,,Transit,http://exoplanet.eu/catalog/kepler-145_b/
Kepler-145 c,2,42.882,,,,79.4,4.32,6022,1.32,1.85,,,Transit,http://exoplanet.eu/catalog/kepler-145_c/
Kepler-274 b,2,11.634788,0.101,,,,1.54,6023,,1.01,,,Transit,http://exoplanet.eu/catalog/kepler-274_b/
Kepler-274 c,2,33.197861,0.204,,,,1.84,6023,,1.01,,,Transit,http://exoplanet.eu/catalog/kepler-274_c/
HD 7449 b,2,1275,2.3,,38.52,,,6024,1.05,1.01,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_7449_b/
HD 7449 c,2,4046,4.96,,38.52,,,6024,1.05,1.01,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_7449_c/
Kepler-173 b,2,4.263742,0.048,,,,1.29,6031,0.78,0.95,,,Transit,http://exoplanet.eu/catalog/kepler-173_b/
Kepler-173 c,2,8.005777,0.074,,,,2.43,6031,0.78,0.95,,,Transit,http://exoplanet.eu/catalog/kepler-173_c/
Kepler-84 b,5,8.726,,,,,2.23,6031,1,1.17,,,Transit,http://exoplanet.eu/catalog/kepler-84_b/
Kepler-84 c,5,12.883,,,,,2.36,6031,1,1.17,,,Transit,http://exoplanet.eu/catalog/kepler-84_c/
Kepler-84 d,5,4.224537,0.052,,,,1.38,6031,1,1.17,,,Transit,http://exoplanet.eu/catalog/kepler-84_d/
Kepler-84 e,5,27.434389,0.181,,,,2.6,6031,1,1.17,,,Transit,http://exoplanet.eu/catalog/kepler-84_e/
Kepler-84 f,5,44.552169,0.25,,,,2.2,6031,1,1.17,,,Transit,http://exoplanet.eu/catalog/kepler-84_f/
Kepler-346 b,2,6.511127,0.071,,,,2.66,6033,0.97,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-346_b/
Kepler-346 c,2,23.851549,0.168,,,,3.07,6033,0.97,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-346_c/
Kepler-31 b,3,20.8613,0.16,,2100,,5.5,6034,1.21,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-31_b/
Kepler-31 c,3,42.6318,0.26,,2100,1493.7,5.3,6034,1.21,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-31_c/
Kepler-31 d,3,87.648901,0.39,,2100,,4.56,6034,1.21,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-31_d/
CoRoT-14 b,1,1.51214,0.027,7.3,1340,2415.4,12.22,6035,1.13,1.21,3.9,F9 V,Transit,http://exoplanet.eu/catalog/corot-14_b/
WASP-73 b,1,4.08722,0.05512,1.596,,597.5,13.002,6036,1.34,2.07,3.9,F9,Transit,http://exoplanet.eu/catalog/wasp-73_b/
HD 224693 b,1,26.73,0.192,,94.07,,,6037,1.33,1.7,4.2,G2 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_224693_b/
WASP-117 b,1,10.02165,0.09459,0.3445,,87.5585,11.444,6038,1.13,1.17,3.9,F9,Transit,http://exoplanet.eu/catalog/wasp-117_b/
CoRoT-25 b,1,4.86069,0.0578,0.15,1000,85.81,12.11,6040,1.09,1.19,3.9,F9,Transit,http://exoplanet.eu/catalog/corot-25_b/
WASP-94 B b,1,2.00839,0.0335,,180,,,6040,1.24,1.35,3.9,F9,Radial Velocity,http://exoplanet.eu/catalog/wasp-94_b_b/
Kepler-43 b,1,3.0240949,0.046,5,1950,1026.5909,13.664,6041,1.32,1.42,3.8,F8 V,Transit,http://exoplanet.eu/catalog/kepler-43_b/
Kepler-228 b,3,2.566546,0.038,,,,1.53,6043,,1.01,,,Transit,http://exoplanet.eu/catalog/kepler-228_b/
Kepler-228 c,3,4.134444,0.052,,,,2.7,6043,,1.01,,,Transit,http://exoplanet.eu/catalog/kepler-228_c/
Kepler-228 d,3,11.094286,0.101,,,,4.04,6043,,1.01,,,Transit,http://exoplanet.eu/catalog/kepler-228_d/
HD 142415 b,1,386.3,1.05,,34.57,,,6045,1.03,,4.1,G1 V,Radial Velocity,http://exoplanet.eu/catalog/hd_142415_b/
Kepler-380 b,2,3.930821,0.05,,,,1.19,6045,1.05,1.22,,,Transit,http://exoplanet.eu/catalog/kepler-380_b/
Kepler-380 c,2,7.630004,0.078,,,,1.27,6045,1.05,1.22,,,Transit,http://exoplanet.eu/catalog/kepler-380_c/
HD 145377 b,1,103.95,0.45,,55.19,,,6046,1.12,1.14,4.3,G3 V,Radial Velocity,http://exoplanet.eu/catalog/hd_145377_b/
HD 8574 b,1,227,0.757,,44.2,,,6050,1.12,,3.8,F8,Radial Velocity,http://exoplanet.eu/catalog/hd_8574_b/
Kepler-122 b,5,5.766193,0.064,,,,2.34,6050,0.99,1.22,,,Transit,http://exoplanet.eu/catalog/kepler-122_b/
Kepler-122 c,5,12.465988,0.108,,,,5.87,6050,0.99,1.22,,,Transit,http://exoplanet.eu/catalog/kepler-122_c/
Kepler-122 d,5,21.587475,0.155,,,,2.2,6050,0.99,1.22,,,Transit,http://exoplanet.eu/catalog/kepler-122_d/
Kepler-122 e,5,37.993273,0.227,,,,2.6,6050,0.99,1.22,,,Transit,http://exoplanet.eu/catalog/kepler-122_e/
Kepler-122 f,5,56.268,,,,36,1.75,6050,0.99,1.22,,,Transit Timing Variations,
OGLE-TR-056 b,1,1.2119189,0.02383,0.68,,441.77,15.278,6050,1.23,1.36,3.8,F8 V,Transit,http://exoplanet.eu/catalog/ogle-tr-56_b/
Kepler-360 b,2,3.289672,0.044,,,,1.65,6053,0.95,1.06,,,Transit,http://exoplanet.eu/catalog/kepler-360_b/
Kepler-360 c,2,7.186434,0.075,,,,2.1,6053,0.95,1.06,,,Transit,http://exoplanet.eu/catalog/kepler-360_c/
Kepler-379 b,2,20.09838,0.152,,,,1.66,6054,1.08,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-379_b/
Kepler-379 c,2,62.784697,0.326,,,,2.29,6054,1.08,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-379_c/
HD 11506 b,2,1627.5,2.708,,51.7,,,6055,1.24,1.33,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_11506_b/
HD 11506 c,2,223.6,0.721,,51.7,,,6055,1.24,1.33,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_11506_c/
WASP-106 b,1,9.289715,0.0917,1.86,283,611.797,12.162,6055,1.19,1.39,3.9,F9,Transit,http://exoplanet.eu/catalog/wasp-106_b/
Kepler-50 b,2,7.81254,0.077,,,,1.71,6058,1.23,1.88,,,Transit,http://exoplanet.eu/catalog/kepler-50_b/
Kepler-50 c,2,9.37647,0.087,,,,2.17,6058,1.23,1.88,,,Transit,http://exoplanet.eu/catalog/kepler-50_c/
WASP-71 b,1,2.9036747,0.04619,0.94,345,712.545,16.37,6059,1.56,2.26,3.8,F8,Transit,http://exoplanet.eu/catalog/wasp-71_b/
HD 52265 b,1,119.6,0.5,,28.07,,,6060,1.18,1.1,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_52265_b/
Kepler-175 b,2,11.903515,0.105,,,,2.56,6064,1.04,1.01,,,Transit,http://exoplanet.eu/catalog/kepler-175_b/
Kepler-175 c,2,34.035257,0.213,,,,3.1,6064,1.04,1.01,,,Transit,http://exoplanet.eu/catalog/kepler-175_c/
HAT-P-31 b,1,5.005425,0.055,2.18,354,689.98,11.99,6065,1.22,1.36,,,Transit,http://exoplanet.eu/catalog/hat-p-31_b/
KIC 9663113 b,1,572.3847,,,,,4.6,6065,0.98,1.03,,,Transit,
Kepler-201 b,2,25.672083,0.175,,,,2.46,6065,1.17,1.23,,,Transit,http://exoplanet.eu/catalog/kepler-201_b/
Kepler-201 c,2,151.884058,0.573,,,,2.85,6065,1.17,1.23,,,Transit,http://exoplanet.eu/catalog/kepler-201_c/
HD 208487 b,1,130.08,0.524,,44,,,6067,1.13,,4.2,G2 V,Radial Velocity,http://exoplanet.eu/catalog/hd_208487_b/
Kepler-270 b,2,11.476094,0.107,,,,2.01,6067,,1.46,,,Transit,http://exoplanet.eu/catalog/kepler-270_b/
Kepler-270 c,2,25.262887,0.18,,,,1.77,6067,,1.46,,,Transit,http://exoplanet.eu/catalog/kepler-270_c/
HD 74156 b,2,51.645,0.292,,64.6,,,6068,1.24,,4,G0,Radial Velocity,http://exoplanet.eu/catalog/hd_74156_b/
HD 74156 c,2,2473,3.85,,64.6,,,6068,1.24,,4,G0,Radial Velocity,http://exoplanet.eu/catalog/hd_74156_c/
Kepler-59 b,2,11.8681707,,,,651.52,1.1,6074,1.04,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-59_b/
Kepler-59 c,2,17.9801235,,,,435.41,1.98,6074,1.04,0.94,,,Transit,http://exoplanet.eu/catalog/kepler-59_c/
HD 121504 b,1,63.33,0.33,,44.37,,,6075,1.18,,4.2,G2 V,Radial Velocity,http://exoplanet.eu/catalog/hd_121504_b/
HD 187085 b,1,986,2.05,,44.98,,,6075,1.22,,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_187085_b/
Kepler-144 b,2,5.885273,0.066,,,,1.33,6075,1.03,1.24,,,Transit,http://exoplanet.eu/catalog/kepler-144_b/
Kepler-144 c,2,10.104665,0.094,,,,1.35,6075,1.03,1.24,,,Transit,http://exoplanet.eu/catalog/kepler-144_c/
WASP-24 b,1,2.34121242,0.03651,0.648,,340.382,14.571,6075,1.18,1.33,,,Transit,http://exoplanet.eu/catalog/wasp-24_b/
HD 153950 b,1,499.4,1.28,,51.87,,,6076,1.12,1.34,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_153950_b/
Kepler-140 b,2,3.25427,0.045,,,,1.61,6077,,1.29,,,Transit,http://exoplanet.eu/catalog/kepler-140_b/
Kepler-140 c,2,91.353282,0.414,,,,1.8,6077,,1.29,,,Transit,http://exoplanet.eu/catalog/kepler-140_c/
HAT-P-40 b,1,4.457243,0.0608,0.15,501,195.457,19.392,6080,1.51,2.21,,,Transit,http://exoplanet.eu/catalog/hat-p-40_b/
HD 16175 b,1,990,2.1,,59.84,,,6080,1.29,1.68,4,G0,Radial Velocity,http://exoplanet.eu/catalog/hd_16175_b/
KOI-351 b,7,7.008151,0.074,,780,,1.31,6080,1.2,1.2,,,Transit,http://exoplanet.eu/catalog/kepler-90_b/
KOI-351 c,7,8.719375,0.089,,780,,1.19,6080,1.2,1.2,,,Transit,http://exoplanet.eu/catalog/kepler-90_c/
KOI-351 d,7,59.73667,0.32,,780,,2.87,6080,1.2,1.2,,,Transit,http://exoplanet.eu/catalog/kepler-90_d/
KOI-351 e,7,91.93913,0.42,,780,,2.66,6080,1.2,1.2,,,Transit,http://exoplanet.eu/catalog/kepler-90_e/
KOI-351 f,7,124.9144,0.48,,780,,2.88,6080,1.2,1.2,,,Transit,http://exoplanet.eu/catalog/kepler-90_f/
KOI-351 g,7,210.60697,0.71,,780,,8.1,6080,1.2,1.2,,,Transit,http://exoplanet.eu/catalog/kepler-90_g/
KOI-351 h,7,331.60059,1.01,,780,,11.3,6080,1.2,1.2,,,Transit,http://exoplanet.eu/catalog/kepler-90_h/
Kepler-268 b,2,25.934138,0.18,,,,2.55,6081,,1.27,,,Transit,http://exoplanet.eu/catalog/kepler-268_b/
Kepler-268 c,2,83.446393,0.391,,,,3.38,6081,,1.27,,,Transit,http://exoplanet.eu/catalog/kepler-268_c/
